city,2016 population,source,2017 population,source,2018 population,source
Denver,"696,273",https://www.google.com/search?q=2016+denver+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWII0ttM3QPr42uB3EGbvFAGgcEsLmQ%3A1723412010203&ei=Ki65ZqiMDNyGhbIP05z9sAE&ved=0ahUKEwioya2F8u2HAxVcQ0EAHVNOHxYQ4dUDCBA&uact=5&oq=2016+denver+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTYgZGVudmVyIHBvcHVsYXRpb24yCBAhGKABGMMEMggQIRigARjDBDIIECEYoAEYwwQyCBAhGKABGMMESPkxUOQPWLAtcAJ4AZABAJgBxQKgAdUfqgEGMi0xMS4zuAEDyAEA-AEBmAIHoAK_C8ICChAAGLADGNYEGEfCAgcQIxiwAhgnwgIKEAAYBxgIGB4YD8ICCxAAGIAEGIYDGIoFwgIIEAAYogQYiQXCAggQABiABBiiBMICBhAAGAcYHsICChAhGKABGMMEGArCAggQABgHGAgYHsICChAAGAcYCBgKGB6YAwCIBgGQBgiSBwcyLjAuNC4xoAfEag&sclient=gws-wiz-serp,"704,869",https://www.google.com/search?q=2017+denver+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWILZSwXmNB77VDwJ-1zk07Hq_ntmxw%3A1723412048463&ei=UC65ZsX_G4bAhbIPiemd6Qg&ved=0ahUKEwjF58yX8u2HAxUGYEEAHYl0J40Q4dUDCBA&uact=5&oq=2017+denver+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTcgZGVudmVyIHBvcHVsYXRpb24yCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRI2hxQww9YmhNwAngBkAEAmAG3AqAB4QSqAQUyLTEuMbgBA8gBAPgBAZgCBKAC7ATCAgoQABiwAxjWBBhHwgIGEAAYBxgewgIIEAAYBxgIGB7CAgoQABgHGAgYHhgPwgILEAAYgAQYhgMYigWYAwCIBgGQBgiSBwUyLjMtMqAHjgk&sclient=gws-wiz-serp,"716,340",https://www.google.com/search?q=2018+denver+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIKLTGLCN2KWySaviDu8gYtRpszwRA%3A1723412094401&ei=fi65ZoCcGJOBhbIPr9WWiAQ&ved=0ahUKEwiA08Ct8u2HAxWTQEEAHa-qBUEQ4dUDCBA&uact=5&oq=2018+denver+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTggZGVudmVyIHBvcHVsYXRpb24yBhAAGAgYHjILEAAYgAQYhgMYigUyCxAAGIAEGIYDGIoFMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIESKkTUOYKWMQLcAF4AZABAJgBpQKgAcIEqgEDMi0yuAEDyAEA-AEBmAICoAKjAsICChAAGLADGNYEGEeYAwCIBgGQBgiSBwUxLjAuMaAHowo&sclient=gws-wiz-serp
Austin,"939,778",https://www.google.com/search?q=2016+austin+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWILVcjbsN3thqb9lL2LL8X0VOt4Uuw%3A1723412265929&ei=KS-5ZrWyOKmjhbIPgee4oQs&ved=0ahUKEwj16qX_8u2HAxWpUUEAHYEzLrQQ4dUDCBA&uact=5&oq=2016+austin+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTYgYXVzdGluIHBvcHVsYXRpb24yChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEdI1xlQAFgAcAF4AZABAJgBAKABAKoBALgBA8gBAJgCAaACBJgDAIgGAZAGCJIHATGgBwA&sclient=gws-wiz-serp,"951,610",https://www.google.com/search?q=2017+austin+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIIc5W9uYTTSnKdKnb_f4AO57MzvFA%3A1723412172235&ei=zC65ZtSMDueyhbIPjIev6AU&ved=0ahUKEwjUos_S8u2HAxVnWUEAHYzDC10Q4dUDCBA&uact=5&oq=2017+austin+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTcgYXVzdGluIHBvcHVsYXRpb24yBhAAGAgYHjILEAAYgAQYhgMYigUyCxAAGIAEGIYDGIoFMgsQABiABBiGAxiKBTIIEAAYgAQYogQyCBAAGKIEGIkFMggQABiABBiiBEi8DlDpA1jOBnABeAGQAQCYAcICoAHkBKoBBTItMS4xuAEDyAEA-AEBmAIDoALuBMICChAAGLADGNYEGEfCAggQABgHGB4YD8ICCBAAGAcYCBgewgIKEAAYBxgIGAoYHpgDAIgGAZAGCJIHBzEuMC4xLjGgB-kL&sclient=gws-wiz-serp,"962,800",https://www.google.com/search?q=2018+austin+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWII6vXN10Yum_KheH7LX3oq1OIeMPQ%3A1723412132551&ei=pC65ZsmqIc-6hbIP2KHnoAo&ved=0ahUKEwjJjNm_8u2HAxVPXUEAHdjQGaQQ4dUDCBA&uact=5&oq=2018+austin+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTggYXVzdGluIHBvcHVsYXRpb24yCBAAGAgYHhgPMgsQABiABBiGAxiKBTILEAAYgAQYhgMYigUyCxAAGIAEGIYDGIoFMgsQABiABBiGAxiKBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRIxzFQnhVY2ixwAngBkAEAmAHyAqABjByqAQUyLTkuM7gBA8gBAPgBAZgCBaAC6AbCAgoQABiwAxjWBBhHwgIGEAAYBxgewgIIEAAYBxgIGB7CAgoQABgHGAgYHhgPmAMAiAYBkAYIkgcFMi4wLjOgB6tU&sclient=gws-wiz-serp
Seattle,"710,687",https://www.google.com/search?q=2016+seattle+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWILVcjbsN3thqb9lL2LL8X0VOt4Uuw%3A1723412265929&ei=KS-5ZrWyOKmjhbIPgee4oQs&ved=0ahUKEwj16qX_8u2HAxWpUUEAHYEzLrQQ4dUDCBA&uact=5&oq=2016+seattle+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFzIwMTYgc2VhdHRsZSBwb3B1bGF0aW9uMggQABgIGB4YDzIIEAAYCBgeGA8yCBAAGKIEGIkFMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEieUlDFIliURXADeAGQAQCYAbcCoAHzHKoBBjItMTIuMbgBA8gBAPgBAZgCCKACiwvCAgoQABiwAxjWBBhHwgIGEAAYBxgewgIKEAAYBxgIGB4YD8ICCxAAGIAEGIYDGIoFmAMAiAYBkAYIkgcFMy4wLjWgB6Ji&sclient=gws-wiz-serp,"729,644",https://www.google.com/search?q=2017+seattle+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIJreTj42YPUatYHT39P1zWDRGcMDw%3A1723412315335&ei=Wy-5ZryZFKeehbIPuYScwQ0&ved=0ahUKEwj8su2W8-2HAxUnT0EAHTkCJ9gQ4dUDCBA&uact=5&oq=2017+seattle+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFzIwMTcgc2VhdHRsZSBwb3B1bGF0aW9uMgYQABgIGB4yCBAAGKIEGIkFMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEjvEVDpCFiqDHABeAGQAQCYAboCoAHdBKoBBTItMS4xuAEDyAEA-AEBmAIDoALsBMICChAAGLADGNYEGEfCAggQABgHGAgYHsICChAAGAcYCBgeGA-YAwCIBgGQBgiSBwcxLjAuMS4xoAfLCg&sclient=gws-wiz-serp,"742,889",https://www.google.com/search?q=2018+seattle+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIIzSas0g3sEbSZtpOhFN9zQep_hVg%3A1723412346826&ei=ei-5ZqCVMtaBhbIPl_GFwAc&ved=0ahUKEwiguu-l8-2HAxXWQEEAHZd4AXgQ4dUDCBA&uact=5&oq=2018+seattle+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFzIwMTggc2VhdHRsZSBwb3B1bGF0aW9uMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRIsRJQ0gpY_gxwAXgBkAEAmAHEAqAB4QSqAQUyLTEuMbgBA8gBAPgBAZgCA6AC6wTCAgoQABiwAxjWBBhHwgIIEAAYBxgIGB7CAgoQABgHGAgYHhgPmAMAiAYBkAYIkgcHMS4wLjEuMaAHpwo&sclient=gws-wiz-serp
Tucson,"930,000",https://www.macrotrends.net/global-metrics/cities/23166/tucson/population,"945,000",https://www.macrotrends.net/global-metrics/cities/23166/tucson/population,"960,000",https://www.macrotrends.net/global-metrics/cities/23166/tucson/population
San Francisco,"871,343",https://www.google.com/search?q=2016+san+francisco+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIIybucX6C1qAeQpguQSA0A0aXDzyA%3A1723412777664&ei=KTG5Zr2jKPKchbIPkdjF2QY&ved=0ahUKEwj926fz9O2HAxVyTkEAHRFsMWsQ4dUDCBA&uact=5&oq=2016+san+francisco+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiHTIwMTYgc2FuIGZyYW5jaXNjbyBwb3B1bGF0aW9uMggQABiABBiiBDIIEAAYogQYiQUyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRI4UtQykJYkEdwAXgBkAEAmAG6AqAB2gSqAQUyLTEuMbgBA8gBAPgBAZgCA6AC4wTCAgoQABiwAxjWBBhHwgIIEAAYBxgIGB7CAgoQABgHGAgYHhgPwgILEAAYgAQYhgMYigWYAwCIBgGQBgiSBwcxLjAuMS4xoAeHCg&sclient=gws-wiz-serp,"877,471 ",https://www.google.com/search?q=2017+san+francisco+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIL8Bld57n-iw4OgzSrOwFV6VeEltQ%3A1723412674763&ei=wjC5ZpSrLu2UhbIP84yjkA8&ved=0ahUKEwiUlJ_C9O2HAxVtSkEAHXPGCPIQ4dUDCBA&uact=5&oq=2017+san+francisco+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiHTIwMTcgc2FuIGZyYW5jaXNjbyBwb3B1bGF0aW9uMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEj1ElDtCFj3C3ABeAGQAQCYAeoCoAGYBaoBAzMtMrgBA8gBAPgBAZgCA6ACowXCAgoQABiwAxjWBBhHwgIIEAAYBxgIGB7CAgoQABgHGAgYHhgPwgILEAAYgAQYhgMYigWYAwCIBgGQBgiSBwUxLjMtMqAHsQk&sclient=gws-wiz-serp,"879,676",https://www.google.com/search?q=2018+san+francisco+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWILPGSMa3nTGsu-X0zgXXq5t4eO_FQ%3A1723412438022&ei=1i-5Zq9786yFsg_mxvXBBg&ved=0ahUKEwivvq3R8-2HAxVzVkEAHWZjPWgQ4dUDCBA&uact=5&oq=2018+san+francisco+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiHTIwMTggc2FuIGZyYW5jaXNjbyBwb3B1bGF0aW9uMgYQABgIGB4yCxAAGIAEGIYDGIoFMggQABiiBBiJBTIIEAAYgAQYogQyCBAAGKIEGIkFMggQABiABBiiBEiftgFQqC9Y-6sBcAZ4AZABAJgB_gKgAZgtqgEGMi0xMi43uAEDyAEA-AEBmAIToALEHsICChAAGLADGNYEGEfCAggQIRigARjDBMICCBAAGAgYDRgemAMAiAYBkAYIkgcHNi4wLjkuNKAHkWg&sclient=gws-wiz-serp
Sacramento,"492,284",https://www.google.com/search?q=2016+sacramento+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIKczCGgo9glUDv3xrP_W7WFw-KmjA%3A1723412815746&ei=TzG5ZoSlLaC2hbIPlsTqqQY&ved=0ahUKEwjEiLyF9e2HAxUgW0EAHRaiOmUQ4dUDCBA&uact=5&oq=2016+sacramento+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTYgc2FjcmFtZW50byBwb3B1bGF0aW9uMggQABgIGB4YDzILEAAYgAQYhgMYigUyCxAAGIAEGIYDGIoFMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRIi0BQxRFYjDxwAngBkAEAmAHLAqABhS2qAQYyLTE4LjK4AQPIAQD4AQGYAgagAoEJwgIKEAAYsAMY1gQYR8ICChAAGAcYCBgeGA_CAggQABiiBBiJBcICCBAhGKABGMMEwgIIEAAYBxgIGB6YAwCIBgGQBgiSBwUyLjAuNKAHjGo&sclient=gws-wiz-serp,"498,386",https://www.google.com/search?q=2017+sacramento+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIIhodpeb3IQOiz8XlixwX3bYbIQXg%3A1723412889911&ei=mTG5ZqCrN8y2hbIPrrLxkAc&ved=0ahUKEwjg2-qo9e2HAxVMW0EAHS5ZHHIQ4dUDCBA&uact=5&oq=2017+sacramento+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTcgc2FjcmFtZW50byBwb3B1bGF0aW9uMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRI6wtQzgJYsAZwAXgBkAEAmAHIAqAB8wSqAQUyLTEuMbgBA8gBAPgBAZgCA6AC_ATCAgoQABiwAxjWBBhHwgIKEAAYBxgIGB4YD8ICCxAAGIAEGIYDGIoFmAMAiAYBkAYIkgcFMS4zLTKgB4EL&sclient=gws-wiz-serp,"504,185",https://www.google.com/search?q=2018+sacramento+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWILI-PxNMdff4GzNG5-qlpAM9L5-Lw%3A1723412920455&ei=uDG5ZpvBG8uihbIP9tz28QM&ved=0ahUKEwib_bK39e2HAxVLUUEAHXauPT4Q4dUDCBA&uact=5&oq=2018+sacramento+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTggc2FjcmFtZW50byBwb3B1bGF0aW9uMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRIoosBUKCDAVjkhgFwAXgBkAEAmAG3AqAB2gSqAQUyLTEuMbgBA8gBAPgBAZgCA6AC4wTCAgoQABiwAxjWBBhHwgIKEAAYBxgIGB4YD8ICCxAAGIAEGIYDGIoFmAMAiAYBkAYIkgcHMS4wLjEuMaAH4go&sclient=gws-wiz-serp
Pittsburgh,"304,789",https://www.google.com/search?q=2016+pittsburgh+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWILpnCtpRMKg8FzwUnULxCszcIAHsw%3A1723413084490&ei=XDK5ZpbYHcuihbIP9tz28QM&ved=0ahUKEwiW9s6F9u2HAxVLUUEAHXauPT4Q4dUDCBA&uact=5&oq=2016+pittsburgh+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTYgcGl0dHNidXJnaCBwb3B1bGF0aW9uMggQABiiBBiJBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYogQYiQVIlhNQ_glYyA9wAXgBkAEAmAHIAqAB8ASqAQUyLTEuMbgBA8gBAPgBAZgCA6AC_ATCAgoQABiwAxjWBBhHwgIIEAAYBxgeGA_CAgoQABgHGAgYHhgPwgILEAAYgAQYhgMYigWYAwCIBgGQBgiSBwUxLjMtMqAH5wg&sclient=gws-wiz-serp,"301,606",https://www.google.com/search?q=2017+pittsburgh+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIKhzvJUvcizHT-MJ7pP8dOiT8z-0g%3A1723413031837&ei=JzK5ZtzuMt-5hbIPsMLp8Qs&ved=0ahUKEwicnsHs9e2HAxXfXEEAHTBhOr4Q4dUDCBA&uact=5&oq=2017+pittsburgh+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTcgcGl0dHNidXJnaCBwb3B1bGF0aW9uMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHMgoQABiwAxjWBBhHSI4PUKoMWK0McAF4AZABAJgBrwKgAa8CqgEDMy0xuAEDyAEA-AEBmAIBoAIJmAMAiAYBkAYIkgcBMaAHtAU&sclient=gws-wiz-serp,"300,669",https://www.google.com/search?q=2018+pittsburgh+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIK-RuFIs1ShrdvDAVXyOEAc0nAXKw%3A1723412968391&ei=6DG5Zs_OF96ihbIPvum-WA&ved=0ahUKEwjP4qDO9e2HAxVeUUEAHb60DwsQ4dUDCBA&uact=5&oq=2018+pittsburgh+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTggcGl0dHNidXJnaCBwb3B1bGF0aW9uMggQIRigARjDBDIIECEYoAEYwwRIsY8BUN8HWPJ7cAR4AJABAJgBxgKgAfIfqgEGMi0xMC40uAEDyAEA-AEBmAIPoALHGcICChAAGLADGNYEGEfCAgYQABgHGB7CAgoQABgHGAgYChgewgIIEAAYBxgIGB7CAgoQIRigARjDBBgKmAMAiAYBkAYIkgcHNC4wLjcuNKAHlkE&sclient=gws-wiz-serp
Washington,7.3 million,https://www.google.com/search?q=2016+washington+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIL2eDBE2i52zd29-1lXxnuAMl4sLw%3A1723413123254&ei=gzK5ZrSdD6mehbIP2YaJgQs&ved=0ahUKEwj06oyY9u2HAxUpT0EAHVlDIrAQ4dUDCBA&uact=5&oq=2016+washington+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTYgd2FzaGluZ3RvbiBwb3B1bGF0aW9uMggQABgIGB4YDzIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIESOk5UMsOWNoycAF4AZABAJgBuwKgAfYsqgEGMi0xOC4yuAEDyAEA-AEBmAIGoAKaC8ICChAAGLADGNYEGEfCAggQABgHGAgYHsICCxAAGIAEGIYDGIoFwgIGEAAYBxgewgIKEAAYBxgIGB4YD5gDAIgGAZAGCJIHBTEuMC41oAeieg&sclient=gws-wiz-serp,7.428 million,https://www.google.com/search?q=2017+washington+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIJLKVIIzeBhtlD-wDhrVLOk3OOH6w%3A1723413158310&ei=pjK5ZtvXEvW6hbIPlubp4QY&ved=0ahUKEwjbwuio9u2HAxV1XUEAHRZzOmwQ4dUDCBA&uact=5&oq=2017+washington+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTcgd2FzaGluZ3RvbiBwb3B1bGF0aW9uMggQABiiBBiJBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRI0hZQjAxY3A5wAXgBkAEAmAH5AqABmwWqAQUyLTEuMbgBA8gBAPgBAZgCA6ACpgXCAgoQABiwAxjWBBhHwgIIEAAYBxgeGA_CAggQABgHGAgYHsICChAAGAcYCBgeGA-YAwCIBgGQBgiSBwcxLjAuMS4xoAfsCw&sclient=gws-wiz-serp,7.527 million,https://www.google.com/search?q=2018+washington+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIKak0LBZzsuxQmfsbgpVZNU_7mInw%3A1723413201677&ei=0TK5Zpn8KJTOhbIP466IsQs&ved=0ahUKEwjZqL-99u2HAxUUZ0EAHWMXIrYQ4dUDCBA&uact=5&oq=2018+washington+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGjIwMTggd2FzaGluZ3RvbiBwb3B1bGF0aW9uMggQABiiBBiJBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiiBBiJBTIIEAAYgAQYogRIkAxQ2ARY8QdwAXgBkAEAmAG2AqAB0wSqAQUyLTEuMbgBA8gBAPgBAZgCA6AC3QTCAgoQABiwAxjWBBhHwgIIEAAYBxgeGA_CAggQABgHGAgYHsICChAAGAcYCBgeGA-YAwCIBgGQBgiSBwcxLjAuMS4xoAfRCw&sclient=gws-wiz-serp
Nashville,"692,587",https://www.google.com/search?q=2018+nashville+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIJPSal9wpCoDcfORsRSWjlkQZWxNQ%3A1723413308083&ei=PDO5ZqzrBOyxhbIP6YP1-Qg&ved=0ahUKEwis-Z3w9u2HAxXsWEEAHelBPY8Q4dUDCBA&uact=5&oq=2018+nashville+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGTIwMTggbmFzaHZpbGxlIHBvcHVsYXRpb24yBBAjGCcyBhAAGAgYHjILEAAYgAQYhgMYigUyCxAAGIAEGIYDGIoFMgsQABiABBiGAxiKBTILEAAYgAQYhgMYigUyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRIxBlQ4AtYphZwAXgBkAEAmAGwAqAB0QSqAQUyLTEuMbgBA8gBAPgBAZgCA6AC2wTCAgoQABiwAxjWBBhHwgIIEAAYBxgIGB6YAwCIBgGQBgiSBwcxLjAuMS4xoAeVDA&sclient=gws-wiz-serp,"689,006",https://www.google.com/search?q=2017+nashville+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIJLYGEC8yHff1WDkhdWDyOmFFxjfg%3A1723413276144&ei=HDO5ZrjDCLCNhbIP9vrBkQ4&ved=0ahUKEwi4wYDh9u2HAxWwRkEAHXZ9MOIQ4dUDCBA&uact=5&oq=2017+nashville+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGTIwMTcgbmFzaHZpbGxlIHBvcHVsYXRpb24yCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiiBBiJBUjpJlCnF1jbHHADeAGQAQCYAbUCoAHcBKoBBTItMS4xuAEDyAEA-AEBmAIFoALpBMICChAAGLADGNYEGEfCAggQABgHGAgYHsICCxAAGIAEGIYDGIoFmAMAiAYBkAYIkgcHMy4wLjEuMaAHzwk&sclient=gws-wiz-serp,"692,587",https://www.google.com/search?q=2018+nashville+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIIP71BSJ3ufKMMS7XhMNAjGqmGOLQ%3A1723413230175&ei=7jK5ZrO1CuiphbIPwfm4UQ&ved=0ahUKEwiz5IrL9u2HAxXoVEEAHcE8LgoQ4dUDCBA&uact=5&oq=2018+nashville+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiGTIwMTggbmFzaHZpbGxlIHBvcHVsYXRpb24yBhAAGAgYHjILEAAYgAQYhgMYigUyCxAAGIAEGIYDGIoFMgsQABiABBiGAxiKBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEjmeFDZGlimOnABeAGQAQCYAcIDoAH5LKoBCDItMTQuNC4xuAEDyAEA-AEBmAIEoALvBsICChAAGLADGNYEGEfCAgYQABgHGB7CAggQABgHGAgYHsICCBAAGKIEGIkFmAMAiAYBkAYIkgcHMS4wLjIuMaAH-YEB&sclient=gws-wiz-serp
Boston,"680,218",https://www.google.com/search?q=2016+boston+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIL5LQuWH7SQfRf-EO6GaEGbIMpzPQ%3A1723413913532&ei=mTW5ZsWcIOnPhbIPoP7F-QQ&ved=0ahUKEwiFzfeQ-e2HAxXpZ0EAHSB_MU8Q4dUDCBA&uact=5&oq=2016+boston+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTYgYm9zdG9uIHBvcHVsYXRpb24yCBAAGAgYHhgPMgsQABiABBiGAxiKBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRItH1Q_nFY_3dwAngBkAEAmAGmAqABygSqAQMyLTK4AQPIAQD4AQGYAgSgAtMEwgIKEAAYsAMY1gQYR8ICCBAAGAcYCBgewgIKEAAYBxgIGB4YD5gDAIgGAZAGCJIHBTIuMC4yoAfxCg&sclient=gws-wiz-serp,"688,239",https://www.google.com/search?q=2017+boston+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIKERkemes63AuqJcApYSrC-z4GsnQ%3A1723413872170&ei=cDW5ZrGKCqSzhbIPoNb8yAQ&ved=0ahUKEwixgpv9-O2HAxWkWUEAHSArH0kQ4dUDCBA&uact=5&oq=2017+boston+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTcgYm9zdG9uIHBvcHVsYXRpb24yCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRIy9EBUKmyAViSzAFwBHgBkAEBmAHrAqABkgqqAQUyLTEuM7gBA8gBAPgBAZgCB6ACvwfCAgoQABiwAxjWBBhHwgIIEAAYogQYiQXCAggQABgHGAgYHsICChAAGAcYCBgeGA_CAgsQABiABBiGAxiKBZgDAIgGAZAGCJIHBzQuMC4xLjKgB9MN&sclient=gws-wiz-serp,"692,048",https://www.google.com/search?q=2018+boston+population&sca_esv=81d5b100b0acc6c3&sca_upv=1&sxsrf=ADLYWIJLYGEC8yHff1WDkhdWDyOmFFxjfg%3A1723413276144&ei=HDO5ZrjDCLCNhbIP9vrBkQ4&ved=0ahUKEwi4wYDh9u2HAxWwRkEAHXZ9MOIQ4dUDCBA&uact=5&oq=2018+boston+population&gs_lp=Egxnd3Mtd2l6LXNlcnAiFjIwMTggYm9zdG9uIHBvcHVsYXRpb24yCBAhGKABGMMEMggQIRigARjDBDIIECEYoAEYwwRIhZgeUNs3WKuOHnACeAGQAQCYAdADoAGxJKoBCDItMTAuNC4xuAEDyAEA-AEBmAIGoAKCCcICChAAGLADGNYEGEfCAgYQABgHGB7CAgoQIRigARjDBBgKmAMAiAYBkAYIkgcHMi4wLjMuMaAHumg&sclient=gws-wiz-serp
